,date,sym,volume,volume_prev_5d_avg
27555,2019-01-14,000333.SZ,18716051.0,36952962.6
30993,2019-01-15,000333.SZ,40219032.0,35636241.4
34431,2019-01-16,000333.SZ,28623403.000000004,40986086.6
37871,2019-01-17,000333.SZ,25974048.0,30193597.2
41313,2019-01-18,000333.SZ,38442799.0,28269295.6
44756,2019-01-21,000333.SZ,29411593.0,30395066.6
48200,2019-01-22,000333.SZ,24468218.0,32534175.0
51645,2019-01-23,000333.SZ,19227308.0,29384012.2
55091,2019-01-24,000333.SZ,21956286.0,27504793.2
58537,2019-01-25,000333.SZ,26754815.000000004,26701240.8
61984,2019-01-28,000333.SZ,34221268.0,24363644.0
65432,2019-01-29,000333.SZ,36969152.0,25325579.0
68881,2019-01-30,000333.SZ,29219142.0,27825765.8
72331,2019-01-31,000333.SZ,38921536.0,29824132.6
75781,2019-02-01,000333.SZ,31220321.000000004,33217182.6
79232,2019-02-11,000333.SZ,34905404.0,34110283.8
82683,2019-02-12,000333.SZ,30289403.000000004,34247111.0
86134,2019-02-13,000333.SZ,32414274.0,32911161.2
89585,2019-02-14,000333.SZ,22921397.0,33550187.6
93036,2019-02-15,000333.SZ,46535959.0,30350159.8
96488,2019-02-18,000333.SZ,32570218.0,33413287.4
99941,2019-02-19,000333.SZ,28075864.0,32946250.2
106847,2019-02-21,000333.SZ,41442275.0,32503542.4
110300,2019-02-22,000333.SZ,38882485.0,34309142.6
113755,2019-02-25,000333.SZ,72852267.0,37501360.2
117210,2019-02-26,000333.SZ,49051749.0,42764621.8
120666,2019-02-27,000333.SZ,31870518.0,46060928.0
124122,2019-02-28,000333.SZ,25324278.0,46819858.8
127578,2019-03-01,000333.SZ,35840055.0,43596259.4
131035,2019-03-04,000333.SZ,54264368.00000001,42987773.4
134492,2019-03-05,000333.SZ,30924255.0,39270193.6
137949,2019-03-06,000333.SZ,31652373.0,35644694.8
141406,2019-03-07,000333.SZ,51162679.0,35601065.8
144863,2019-03-08,000333.SZ,46300910.0,40768746.0
148320,2019-03-11,000333.SZ,29056058.0,42860917.0
151778,2019-03-12,000333.SZ,41167837.0,37819255.0
155236,2019-03-13,000333.SZ,34880545.0,39867971.4
158694,2019-03-14,000333.SZ,34423123.0,40513605.8
162153,2019-03-15,000333.SZ,67236236.0,37165694.6
165613,2019-03-18,000333.SZ,51499192.0,41352759.8
169073,2019-03-19,000333.SZ,29701916.0,45841386.6
172534,2019-03-20,000333.SZ,29175155.0,43548202.4
175995,2019-03-21,000333.SZ,25832581.0,42407124.4
179456,2019-03-22,000333.SZ,22708007.0,40689016.0
182918,2019-03-25,000333.SZ,32685557.0,31783370.2
186381,2019-03-26,000333.SZ,22442361.0,28020643.2
189846,2019-03-27,000333.SZ,22752274.0,26568732.2
193311,2019-03-28,000333.SZ,20235793.0,25284156.0
196777,2019-03-29,000333.SZ,43946365.0,24164798.4
200244,2019-04-01,000333.SZ,97458863.0,28412470.0
203711,2019-04-02,000333.SZ,55677616.0,41367131.2
207179,2019-04-03,000333.SZ,37881297.0,48014182.2
210647,2019-04-04,000333.SZ,53724512.0,51039986.8
214115,2019-04-08,000333.SZ,52200536.0,57737730.6
217583,2019-04-09,000333.SZ,41411208.0,59388564.8
221051,2019-04-10,000333.SZ,39869943.0,48179033.8
224519,2019-04-11,000333.SZ,51552545.0,45017499.2
227987,2019-04-12,000333.SZ,46963565.0,47751748.8
231456,2019-04-15,000333.SZ,40118707.0,46399559.4
234927,2019-04-16,000333.SZ,31212763.0,43983193.6
238399,2019-04-17,000333.SZ,36187013.0,41943504.6
241871,2019-04-18,000333.SZ,26587494.0,41206918.6
245343,2019-04-19,000333.SZ,37099542.0,36213908.4
248816,2019-04-22,000333.SZ,41516788.0,34241103.8
252290,2019-04-23,000333.SZ,36013507.0,34520720.0
255764,2019-04-24,000333.SZ,28905902.0,35480868.8
259238,2019-04-25,000333.SZ,25679535.0,34024646.6
262713,2019-04-26,000333.SZ,45929376.0,33843054.8
266189,2019-04-29,000333.SZ,44756287.0,35609021.6
269666,2019-04-30,000333.SZ,45987952.0,36256921.4
3502,2019-01-03,000338.SZ,27300830.0,21615670.0
6937,2019-01-04,000338.SZ,20415413.0,24458250.0
10372,2019-01-07,000338.SZ,30996428.000000004,23110637.666666668
13807,2019-01-08,000338.SZ,16094218.0,25082085.25
17244,2019-01-09,000338.SZ,45172968.0,23284511.8
20681,2019-01-10,000338.SZ,25481535.0,27995971.4
24118,2019-01-11,000338.SZ,29177923.0,27632112.4
27556,2019-01-14,000338.SZ,49467587.0,29384614.4
30994,2019-01-15,000338.SZ,35426063.0,33078846.2
34432,2019-01-16,000338.SZ,41382424.0,36945215.2
37872,2019-01-17,000338.SZ,54650835.0,36187106.4
41314,2019-01-18,000338.SZ,34939395.0,42020966.4
44757,2019-01-21,000338.SZ,29721551.0,43173260.8
48201,2019-01-22,000338.SZ,34729545.0,39224053.6
51646,2019-01-23,000338.SZ,39677672.0,39084750.0
55092,2019-01-24,000338.SZ,26729943.0,38743799.6
58538,2019-01-25,000338.SZ,72806471.0,33159621.2
61985,2019-01-28,000338.SZ,55913956.99999999,40733036.4
65433,2019-01-29,000338.SZ,57819223.0,45971517.6
68882,2019-01-30,000338.SZ,37342298.0,50589453.2
72332,2019-01-31,000338.SZ,52076786.0,50122378.4
75782,2019-02-01,000338.SZ,45998451.0,55191747.0
79233,2019-02-11,000338.SZ,48613990.0,49830143.0
82684,2019-02-12,000338.SZ,70589388.0,48370149.6
86135,2019-02-13,000338.SZ,43450971.0,50924182.6
89586,2019-02-14,000338.SZ,36992086.0,52145917.2
93037,2019-02-15,000338.SZ,100344059.0,49128977.2
96489,2019-02-18,000338.SZ,123495127.0,59998098.8
99942,2019-02-19,000338.SZ,70066305.0,74974326.2
103395,2019-02-20,000338.SZ,63240512.0,74869709.6
106848,2019-02-21,000338.SZ,64575143.00000001,78827617.8
110301,2019-02-22,000338.SZ,69470334.0,84344229.2
113756,2019-02-25,000338.SZ,138398674.0,78169484.2
117211,2019-02-26,000338.SZ,90249899.0,81150193.6
120667,2019-02-27,000338.SZ,77341372.0,85186912.4
124123,2019-02-28,000338.SZ,48496580.0,88007084.4
127579,2019-03-01,000338.SZ,103301922.0,84791371.8
131036,2019-03-04,000338.SZ,170207494.0,91557689.4
134493,2019-03-05,000338.SZ,119844472.0,97919453.4
137950,2019-03-06,000338.SZ,102388686.0,103838368.0
141407,2019-03-07,000338.SZ,99976304.0,108847830.8
144864,2019-03-08,000338.SZ,86805357.0,119143775.6
148321,2019-03-11,000338.SZ,74813224.0,115844462.6
151779,2019-03-12,000338.SZ,81393814.0,96765608.6
155237,2019-03-13,000338.SZ,60025999.0,89075477.0
158695,2019-03-14,000338.SZ,53146716.0,80602939.6
162154,2019-03-15,000338.SZ,97046084.0,71237022.0
165614,2019-03-18,000338.SZ,146157287.0,73285167.4
169074,2019-03-19,000338.SZ,87941587.0,87553980.0
172535,2019-03-20,000338.SZ,127959351.0,88863534.6
175996,2019-03-21,000338.SZ,97607170.0,102450205.0
179457,2019-03-22,000338.SZ,59842867.00000001,111342295.8
182919,2019-03-25,000338.SZ,92810679.0,103901652.4
186382,2019-03-26,000338.SZ,77613035.0,93232330.8
189847,2019-03-27,000338.SZ,113885422.0,91166620.4
193312,2019-03-28,000338.SZ,61557769.99999999,88351834.6
196778,2019-03-29,000338.SZ,121895359.0,81141954.6
200245,2019-04-01,000338.SZ,98624839.0,93552453.0
203712,2019-04-02,000338.SZ,110428635.0,94715285.0
207180,2019-04-03,000338.SZ,60267341.0,101278405.0
210648,2019-04-04,000338.SZ,114308109.0,90554788.8
214116,2019-04-08,000338.SZ,184414399.0,101104856.6
217584,2019-04-09,000338.SZ,164084117.0,113608664.6
221052,2019-04-10,000338.SZ,122222871.0,126700520.2
224520,2019-04-11,000338.SZ,121257626.0,129059367.4
227988,2019-04-12,000338.SZ,101633095.0,141257424.4
231457,2019-04-15,000338.SZ,144681375.0,138722421.6
234928,2019-04-16,000338.SZ,99167340.0,130775816.8
238400,2019-04-17,000338.SZ,170240175.0,117792461.4
241872,2019-04-18,000338.SZ,111097536.0,127395922.2
245344,2019-04-19,000338.SZ,103315881.0,125363904.2
248817,2019-04-22,000338.SZ,111300966.0,125700461.4
252291,2019-04-23,000338.SZ,78476688.0,119024379.6
255765,2019-04-24,000338.SZ,73896614.0,114886249.2
259239,2019-04-25,000338.SZ,154418889.0,95617537.0
262714,2019-04-26,000338.SZ,115891618.0,104281807.6
266190,2019-04-29,000338.SZ,99937015.0,106796955.0
269667,2019-04-30,000338.SZ,56824050.0,104524164.8
3513,2019-01-03,000413.SZ,23147557.0,17834608.0
6948,2019-01-04,000413.SZ,37195975.0,20491082.5
10383,2019-01-07,000413.SZ,33534265.000000004,26059380.0
13818,2019-01-08,000413.SZ,98034390.0,27928101.25
17255,2019-01-09,000413.SZ,65148177.0,41949359.0
20692,2019-01-10,000413.SZ,47151234.0,51412072.8
24129,2019-01-11,000413.SZ,41323556.0,56212808.2
27567,2019-01-14,000413.SZ,38016149.0,57038324.4
31005,2019-01-15,000413.SZ,47612094.0,57934701.2
34443,2019-01-16,000413.SZ,33845429.0,47850242.0
37883,2019-01-17,000413.SZ,102539565.0,41589692.4
41325,2019-01-18,000413.SZ,74922098.0,52667358.6
44768,2019-01-21,000413.SZ,50770215.0,59387067.0
48212,2019-01-22,000413.SZ,55981081.00000001,61937880.2
51657,2019-01-23,000413.SZ,65169079.0,63611677.6
55103,2019-01-24,000413.SZ,120077691.0,69876407.6
58549,2019-01-25,000413.SZ,76264580.0,73384032.8
61996,2019-01-28,000413.SZ,47239481.0,73652529.2
65444,2019-01-29,000413.SZ,68502595.0,72946382.4
68893,2019-01-30,000413.SZ,41653752.0,75450685.2
72343,2019-01-31,000413.SZ,52704952.0,70747619.8
75793,2019-02-01,000413.SZ,49759414.0,57273072.0
79244,2019-02-11,000413.SZ,51762565.0,51972038.8
82695,2019-02-12,000413.SZ,89643950.0,52876655.6
86146,2019-02-13,000413.SZ,250958290.0,57104926.6
89597,2019-02-14,000413.SZ,320759632.0,98965834.2
93048,2019-02-15,000413.SZ,336881771.0,152576770.2
96500,2019-02-18,000413.SZ,321317390.0,210001241.6
99953,2019-02-19,000413.SZ,323828760.0,263912206.6
103406,2019-02-20,000413.SZ,216989086.0,310749168.6
106859,2019-02-21,000413.SZ,278169369.0,303955327.8
110312,2019-02-22,000413.SZ,216497552.0,295437275.2
113767,2019-02-25,000413.SZ,384274701.0,271360431.4
117222,2019-02-26,000413.SZ,390854360.0,283951893.6
120678,2019-02-27,000413.SZ,217831777.0,297357013.6
124134,2019-02-28,000413.SZ,123620724.0,297525551.8
127590,2019-03-01,000413.SZ,130190584.0,266615822.8
131047,2019-03-04,000413.SZ,258780315.0,249354429.2
134504,2019-03-05,000413.SZ,352177442.0,224255552.0
137961,2019-03-06,000413.SZ,283715054.0,216520168.4
141418,2019-03-07,000413.SZ,246330440.0,229696823.8
144875,2019-03-08,000413.SZ,379300970.0,254238767.0
148332,2019-03-11,000413.SZ,328740774.0,304060844.2
151790,2019-03-12,000413.SZ,305192898.0,318052936.0
155248,2019-03-13,000413.SZ,233192052.0,308656027.2
158706,2019-03-14,000413.SZ,183013220.0,298551426.8
162165,2019-03-15,000413.SZ,126366029.0,285887982.8
165625,2019-03-18,000413.SZ,162193586.0,235300994.6
169085,2019-03-19,000413.SZ,139758644.0,201991557.0
172546,2019-03-20,000413.SZ,113471099.0,168904706.2
176007,2019-03-21,000413.SZ,130978865.0,144960515.6
179468,2019-03-22,000413.SZ,108350760.0,134553644.6
182930,2019-03-25,000413.SZ,103958222.0,130950590.8
186393,2019-03-26,000413.SZ,142331672.0,119303518.0
189858,2019-03-27,000413.SZ,91012421.0,119818123.6
193323,2019-03-28,000413.SZ,86895092.0,115326388.0
196789,2019-03-29,000413.SZ,126331923.0,106509633.4
200256,2019-04-01,000413.SZ,152038589.0,110105866.0
203723,2019-04-02,000413.SZ,160826130.0,119721939.4
207191,2019-04-03,000413.SZ,99609582.0,123420831.0
210659,2019-04-04,000413.SZ,203146705.0,125140263.2
214127,2019-04-08,000413.SZ,172404422.0,148390585.8
217595,2019-04-09,000413.SZ,88591522.0,157605085.6
221063,2019-04-10,000413.SZ,131089345.0,144915672.2
224531,2019-04-11,000413.SZ,111922114.0,138968315.2
227999,2019-04-12,000413.SZ,62511230.00000001,141430821.6
231468,2019-04-15,000413.SZ,78990243.0,113303726.6
234939,2019-04-16,000413.SZ,88333026.0,94620890.8
238411,2019-04-17,000413.SZ,185765866.0,94569191.6
241883,2019-04-18,000413.SZ,177598478.0,105504495.8
245355,2019-04-19,000413.SZ,405942094.0,118639768.6
248828,2019-04-22,000413.SZ,635274543.0,187325941.4
252302,2019-04-23,000413.SZ,361631274.0,298582801.4
255776,2019-04-24,000413.SZ,274261197.0,353242451.0
259250,2019-04-25,000413.SZ,253376407.0,370941517.2
262725,2019-04-26,000413.SZ,145992326.0,386097103.0
266201,2019-04-29,000413.SZ,190036033.0,334107149.4
269678,2019-04-30,000413.SZ,148357513.0,245059447.4
3628,2019-01-03,000636.SZ,29743863.0,16711396.0
7063,2019-01-04,000636.SZ,39045585.0,23227629.5
10498,2019-01-07,000636.SZ,49227039.0,28500281.333333332
13933,2019-01-08,000636.SZ,32852925.0,33681970.75
17370,2019-01-09,000636.SZ,45683779.0,33516161.6
20807,2019-01-10,000636.SZ,61376712.0,39310638.2
24244,2019-01-11,000636.SZ,49992481.0,45637208.0
27682,2019-01-14,000636.SZ,39513983.0,47826587.2
31120,2019-01-15,000636.SZ,28447026.0,45883976.0
34558,2019-01-16,000636.SZ,27283642.0,45002796.2
37998,2019-01-17,000636.SZ,30971802.0,41322768.8
41440,2019-01-18,000636.SZ,38081726.0,35241786.8
44883,2019-01-21,000636.SZ,50704765.0,32859635.8
48327,2019-01-22,000636.SZ,29719554.0,35097792.2
51772,2019-01-23,000636.SZ,26003868.0,35352297.8
55218,2019-01-24,000636.SZ,48914243.0,35096343.0
58664,2019-01-25,000636.SZ,36734447.0,38684831.2
62111,2019-01-28,000636.SZ,26857938.0,38415375.4
65559,2019-01-29,000636.SZ,73555637.0,33646010.0
69008,2019-01-30,000636.SZ,40194242.0,42413226.6
72458,2019-01-31,000636.SZ,37276745.0,45251301.4
75908,2019-02-01,000636.SZ,30574310.0,42923801.8
79359,2019-02-11,000636.SZ,43760497.0,41691774.4
82810,2019-02-12,000636.SZ,68356945.0,45072286.2
86261,2019-02-13,000636.SZ,140353544.0,44032547.8
89712,2019-02-14,000636.SZ,119700195.0,64064408.2
93163,2019-02-15,000636.SZ,117540683.0,80549098.2
96615,2019-02-18,000636.SZ,120043348.0,97942372.8
100068,2019-02-19,000636.SZ,139259730.0,113198943.0
103521,2019-02-20,000636.SZ,99390856.0,127379500.0
106974,2019-02-21,000636.SZ,125230867.0,119186962.4
110427,2019-02-22,000636.SZ,110119384.0,120293096.8
113882,2019-02-25,000636.SZ,164887928.0,118808837.0
117337,2019-02-26,000636.SZ,128783422.0,127777753.0
120793,2019-02-27,000636.SZ,83214397.0,125682491.4
124249,2019-02-28,000636.SZ,86810629.0,122447199.6
127705,2019-03-01,000636.SZ,61553963.0,114763152.0
131162,2019-03-04,000636.SZ,97248349.0,105050067.8
134619,2019-03-05,000636.SZ,149881157.0,91522152.0
138076,2019-03-06,000636.SZ,146989621.0,95741699.0
141533,2019-03-07,000636.SZ,105905636.0,108496743.8
144990,2019-03-08,000636.SZ,144979153.0,112315745.2
148447,2019-03-11,000636.SZ,131927891.0,129000783.2
151905,2019-03-12,000636.SZ,129096016.0,135936691.6
155363,2019-03-13,000636.SZ,86667336.0,131779663.4
158821,2019-03-14,000636.SZ,59960228.0,119715206.4
162280,2019-03-15,000636.SZ,53944371.0,110526124.8
165740,2019-03-18,000636.SZ,56528121.0,92319168.4
169200,2019-03-19,000636.SZ,64208305.00000001,77239214.4
172661,2019-03-20,000636.SZ,54721598.0,64261672.2
176122,2019-03-21,000636.SZ,62241453.0,57872524.6
179583,2019-03-22,000636.SZ,109798613.0,58328769.6
183045,2019-03-25,000636.SZ,67087506.99999999,69499618.0
186508,2019-03-26,000636.SZ,79746138.0,71611495.2
189973,2019-03-27,000636.SZ,58548235.0,74719061.8
193438,2019-03-28,000636.SZ,54740818.99999999,75484389.2
196904,2019-03-29,000636.SZ,60718565.0,73984262.4
200371,2019-04-01,000636.SZ,71783541.0,64168252.8
203838,2019-04-02,000636.SZ,96698475.0,65107459.6
207306,2019-04-03,000636.SZ,115721810.0,68497927.0
210774,2019-04-04,000636.SZ,77250046.0,79932642.0
214242,2019-04-08,000636.SZ,71039630.0,84434487.4
217710,2019-04-09,000636.SZ,45327413.0,86498700.4
221178,2019-04-10,000636.SZ,45067106.0,81207474.8
224646,2019-04-11,000636.SZ,75773951.0,70881201.0
228114,2019-04-12,000636.SZ,32624175.0,62891629.2
231583,2019-04-15,000636.SZ,42469297.0,53966455.0
235054,2019-04-16,000636.SZ,53824856.00000001,48252388.4
238526,2019-04-17,000636.SZ,45743282.0,49951877.0
241998,2019-04-18,000636.SZ,70484896.0,50087112.2
245470,2019-04-19,000636.SZ,40482203.0,49029301.2
248943,2019-04-22,000636.SZ,43524454.0,50600906.8
252417,2019-04-23,000636.SZ,32978908.0,50811938.2
255891,2019-04-24,000636.SZ,27422116.0,46642748.6
259365,2019-04-25,000636.SZ,43198240.0,42978515.4
262840,2019-04-26,000636.SZ,43694813.0,37521184.2
266316,2019-04-29,000636.SZ,43457183.0,38163706.2
269793,2019-04-30,000636.SZ,24593522.0,38150252.0
3633,2019-01-03,000651.SZ,25879802.0,42478984.0
7068,2019-01-04,000651.SZ,48961213.0,34179393.0
10503,2019-01-07,000651.SZ,39269076.0,39106666.333333336
13938,2019-01-08,000651.SZ,19302164.0,39147268.75
17375,2019-01-09,000651.SZ,105806077.0,35178247.8
20812,2019-01-10,000651.SZ,47756614.0,47843666.4
24249,2019-01-11,000651.SZ,33092589.0,52219028.8
27687,2019-01-14,000651.SZ,21177348.0,49045304.0
31125,2019-01-15,000651.SZ,61271292.00000001,45426958.4
34563,2019-01-16,000651.SZ,50192876.0,53820784.0
38003,2019-01-17,000651.SZ,92745328.0,42698143.8
41445,2019-01-18,000651.SZ,56937643.99999999,51695886.6
44888,2019-01-21,000651.SZ,58980901.0,56464897.6
48332,2019-01-22,000651.SZ,31945881.0,64025608.2
51777,2019-01-23,000651.SZ,34826523.0,58160526.0
55223,2019-01-24,000651.SZ,29729031.0,55087255.4
58669,2019-01-25,000651.SZ,48283883.0,42483996.0
62116,2019-01-28,000651.SZ,51847665.0,40753243.8
65564,2019-01-29,000651.SZ,52298077.0,39326596.6
69013,2019-01-30,000651.SZ,33230654.0,43397035.8
72463,2019-01-31,000651.SZ,47374589.0,43077862.0
75913,2019-02-01,000651.SZ,40894729.0,46606973.6
79364,2019-02-11,000651.SZ,39917349.0,45129142.8
82815,2019-02-12,000651.SZ,36698352.0,42743079.6
86266,2019-02-13,000651.SZ,41802503.0,39623134.6
89717,2019-02-14,000651.SZ,43546157.0,41337504.4
93168,2019-02-15,000651.SZ,64381715.0,40571818.0
96620,2019-02-18,000651.SZ,48026017.0,45269215.2
100073,2019-02-19,000651.SZ,53235010.0,46890948.8
103526,2019-02-20,000651.SZ,33464112.0,50198280.4
106979,2019-02-21,000651.SZ,44965515.0,48530602.2
110432,2019-02-22,000651.SZ,45113200.0,48814473.8
113887,2019-02-25,000651.SZ,93008257.0,44960770.8
117342,2019-02-26,000651.SZ,67527001.0,53957218.8
120798,2019-02-27,000651.SZ,46966648.0,56815617.0
124254,2019-02-28,000651.SZ,34638053.0,59516124.2
127710,2019-03-01,000651.SZ,64503002.0,57450631.8
131167,2019-03-04,000651.SZ,88029512.0,61328592.2
134624,2019-03-05,000651.SZ,53711471.0,60332843.2
138081,2019-03-06,000651.SZ,47632361.0,57569737.2
141538,2019-03-07,000651.SZ,63612511.0,57702879.8
144995,2019-03-08,000651.SZ,63223056.00000001,63497771.4
148452,2019-03-11,000651.SZ,42744102.0,63241782.2
151910,2019-03-12,000651.SZ,70191342.0,54184700.2
155368,2019-03-13,000651.SZ,39902264.0,57480674.4
158826,2019-03-14,000651.SZ,51368856.0,55934655.0
162285,2019-03-15,000651.SZ,83975319.0,53485924.0
165745,2019-03-18,000651.SZ,65350731.99999999,57636376.6
169205,2019-03-19,000651.SZ,50703847.0,62157702.6
172666,2019-03-20,000651.SZ,46049241.0,58260203.6
176127,2019-03-21,000651.SZ,46690937.0,59489599.0
179588,2019-03-22,000651.SZ,42619203.0,58554015.2
183050,2019-03-25,000651.SZ,57037810.0,50282792.0
186513,2019-03-26,000651.SZ,49095354.0,48620207.6
189978,2019-03-27,000651.SZ,43079560.0,48298509.0
193443,2019-03-28,000651.SZ,34626542.0,47704572.8
196909,2019-03-29,000651.SZ,79588027.0,45291693.8
217715,2019-04-09,000651.SZ,10843642.0,52685458.6
221183,2019-04-10,000651.SZ,322875034.0,43446625.0
224651,2019-04-11,000651.SZ,174327744.0,98202561.0
228119,2019-04-12,000651.SZ,109251512.0,124452197.8
231588,2019-04-15,000651.SZ,138528609.0,139377191.8
235059,2019-04-16,000651.SZ,90534495.0,151165308.2
238531,2019-04-17,000651.SZ,71134936.0,167103478.8
242003,2019-04-18,000651.SZ,96045516.0,116755459.2
245475,2019-04-19,000651.SZ,104428516.0,101099013.6
248948,2019-04-22,000651.SZ,126873432.0,100134414.4
252422,2019-04-23,000651.SZ,87488196.0,97803379.0
255896,2019-04-24,000651.SZ,83847354.0,97194119.2
259370,2019-04-25,000651.SZ,88811027.0,99736602.8
262845,2019-04-26,000651.SZ,72059629.0,98289705.0
266321,2019-04-29,000651.SZ,94751043.0,91815927.6
269798,2019-04-30,000651.SZ,85342281.0,85391449.8
3683,2019-01-03,000723.SZ,10381315.0,10589820.0
7118,2019-01-04,000723.SZ,17523338.0,10485567.5
10553,2019-01-07,000723.SZ,17740671.0,12831491.0
13988,2019-01-08,000723.SZ,12495962.0,14058786.0
17425,2019-01-09,000723.SZ,24035802.0,13746221.2
20862,2019-01-10,000723.SZ,12264268.0,16435417.6
24299,2019-01-11,000723.SZ,48494238.0,16812008.2
27737,2019-01-14,000723.SZ,73187208.0,23006188.2
31175,2019-01-15,000723.SZ,120421074.0,34095495.6
34613,2019-01-16,000723.SZ,173415447.0,55680518.0
38053,2019-01-17,000723.SZ,194100233.0,85556447.0
41495,2019-01-18,000723.SZ,168797098.0,121923640.0
44938,2019-01-21,000723.SZ,86632675.0,145984212.0
48382,2019-01-22,000723.SZ,103085703.0,148673305.4
51827,2019-01-23,000723.SZ,150737629.0,145206231.2
55273,2019-01-24,000723.SZ,106085182.0,140670667.6
58719,2019-01-25,000723.SZ,93035149.0,123067657.4
62166,2019-01-28,000723.SZ,71457595.0,107915267.6
65614,2019-01-29,000723.SZ,56688247.0,104880251.6
69063,2019-01-30,000723.SZ,58230043.99999999,95600760.4
72513,2019-01-31,000723.SZ,36174254.0,77099243.4
75963,2019-02-01,000723.SZ,46410449.0,63117057.8
79414,2019-02-11,000723.SZ,46794197.0,53792117.8
82865,2019-02-12,000723.SZ,45981057.0,48859438.2
86316,2019-02-13,000723.SZ,47511153.0,46718000.2
89767,2019-02-14,000723.SZ,92439140.0,44574222.0
93218,2019-02-15,000723.SZ,72028069.0,55827199.2
96670,2019-02-18,000723.SZ,71944412.0,60950723.2
100123,2019-02-19,000723.SZ,71816621.0,65980766.2
103576,2019-02-20,000723.SZ,71725019.0,71147879.0
107029,2019-02-21,000723.SZ,62331842.00000001,75990652.2
110482,2019-02-22,000723.SZ,50465071.0,69969192.6
113937,2019-02-25,000723.SZ,91662043.0,65656593.0
117392,2019-02-26,000723.SZ,91964588.0,69600119.2
